Escola;Gênero;Idade;Moradia;Tamanho da família;Relacionamento dos pais;Escolaridade da mãe;Escolaridade do pai;Ocupação da mãe;Ocupação do pai;Motivo da escolha pela escola;Guardião;Tempo em trânsito;Tempo de estudo;Reprovações;Suporte extracurricular;Suporte familiar nas aulas;Aulas particulares;Atividades extracurriculares;Frequentou pré-escola?;Deseja cursar ensino superior?;Acesso à internet;Namora?;Qualidade da relação familiar;Tempo livre pós aula;Vida social;Consumo de álcool diário;Consumo de álcool semanal;Status de saúde;Número de faltas;Nota1;Nota2;Nota final
Mousinho da Silveira;Feminino;15;Urbano;Mais de 3 pessoas;Juntos;2;1;Dona de casa;Outros;Perto de casa;Mãe;1;2;0;Sim;Sim;Não;Não;Não;Sim;Sim;Não;4;4;2;3;3;2;0;9;10;9
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Pai;1;2;0;Não;Sim;Não;Não;Não;Sim;Não;Sim;5;4;3;2;1;2;0;13;14;15
Mousinho da Silveira;Masculino;17;Rural;Menos de 3 pessoas;Juntos;1;2;Dona de casa;Serviços;Reputação da escola;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;5;5;5;5;3;4;10;11;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Perto de casa;Pai;4;4;0;Não;Sim;Não;Não;Não;Sim;Sim;Não;4;3;2;1;1;1;0;13;10;13
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Outros;Pai;4;3;0;Sim;Sim;Não;Não;Sim;Sim;Não;Não;4;4;3;1;1;5;2;10;9;10
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Perto de casa;Pai;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;3;3;1;1;2;1;11;10;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Outros;Mãe;2;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;2;2;4;3;2;0;13;12;14
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Sem ocupação;Preferência pelo curso;Pai;3;2;0;Não;Sim;Não;Não;Sim;Sim;Não;Não;4;2;1;1;2;2;0;13;14;14
Mousinho da Silveira;Feminino;15;Rural;Menos de 3 pessoas;Juntos;2;2;Outros;Outros;Outros;Pai;1;3;0;Sim;Sim;Não;Não;Sim;Sim;Não;Não;4;4;3;2;2;5;2;14;11;12
Mousinho da Silveira;Masculino;16;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Outros;Pai;2;1;0;Não;Não;Não;Sim;Sim;Sim;Não;Não;3;4;4;3;4;5;6;11;11;11
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;2;Outros;Outros;Preferência pelo curso;Pai;1;2;1;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;3;4;4;2;3;5;9;9;8;8
Mousinho da Silveira;Masculino;15;Urbano;Mais de 3 pessoas;Juntos;3;1;Outros;Serviços;Perto de casa;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Sim;Não;Não;3;2;3;1;3;4;0;10;9;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Serviços;Preferência pelo curso;Pai;3;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;4;1;1;2;1;14;13;14
Mousinho da Silveira;Masculino;15;Urbano;Mais de 3 pessoas;Juntos;2;2;Saúde;Outros;Reputação da escola;Mãe;3;1;0;Não;Não;Não;Não;Sim;Sim;Não;Não;4;3;3;1;2;4;1;13;12;13
Mousinho da Silveira;Masculino;16;Urbano;Mais de 3 pessoas;Juntos;4;4;Outros;Professor;Preferência pelo curso;Pai;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;4;3;1;1;1;3;0;13;12;13
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;3;3;Serviços;Outros;Reputação da escola;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;5;4;1;1;1;4;13;12;12
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Preferência pelo curso;Mãe;2;2;1;Não;Sim;Não;Sim;Não;Sim;Não;Não;4;4;4;2;3;5;2;12;11;12
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;2;2;Outros;Outros;Perto de casa;Pai;3;1;0;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;4;3;2;1;1;4;0;14;14;16
Mousinho da Silveira;Masculino;16;Urbano;Menos de 3 pessoas;Juntos;2;1;Dona de casa;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;2;4;3;2;3;4;4;10;8;10
Mousinho da Silveira;Masculino;15;Rural;Menos de 3 pessoas;Juntos;1;3;Dona de casa;Outros;Reputação da escola;Pai;3;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;2;4;3;5;3;2;10;11;11
Mousinho da Silveira;Feminino;15;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Serviços;Preferência pelo curso;Mãe;2;3;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;5;3;2;1;1;4;0;12;13;14
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;2;1;Outros;Outros;Perto de casa;Mãe;1;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;5;4;3;1;1;5;2;10;8;8
Mousinho da Silveira;Masculino;15;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Serviços;Preferência pelo curso;Pai;2;1;0;Não;Sim;Não;Sim;Não;Sim;Sim;Não;4;3;3;2;4;3;11;12;10;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Pai;2;2;3;Sim;Sim;Não;Não;Sim;Sim;Não;Não;3;4;3;1;1;1;0;7;7;8
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Sem ocupação;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Não;Não;Não;4;5;3;1;1;5;4;9;9;10
Mousinho da Silveira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;2;3;Dona de casa;Serviços;Preferência pelo curso;Outros;1;1;1;Não;Não;Não;Não;Sim;Não;Sim;Sim;4;4;4;1;1;2;0;9;9;10
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;1;Dona de casa;Outros;Preferência pelo curso;Mãe;3;1;0;Não;Sim;Não;Sim;Sim;Não;Não;Sim;5;5;3;1;1;3;2;9;10;11
Mousinho da Silveira;Feminino;15;Rural;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Não;Não;Sim;5;2;1;1;3;4;0;9;10;9
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Pai;3;2;0;Não;Sim;Não;Não;Sim;Não;Sim;Não;3;4;5;1;2;1;1;9;10;11
Mousinho da Silveira;Feminino;16;Urbano;Menos de 3 pessoas;Separados;2;2;Outros;Outros;Perto de casa;Mãe;1;1;0;Não;Sim;Não;Não;Sim;Não;Não;Não;4;3;4;1;2;1;6;7;7;8
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;5;1;2;4;0;11;10;11
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Serviços;Preferência pelo curso;Pai;1;1;1;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;4;4;3;1;4;3;1;9;10;10
Mousinho da Silveira;Feminino;18;Rural;Menos de 3 pessoas;Separados;3;2;Outros;Outros;Preferência pelo curso;Outros;2;3;2;Não;Sim;Não;Não;Não;Não;Não;Sim;3;3;2;1;1;2;6;7;9;10
Mousinho da Silveira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Preferência pelo curso;Mãe;1;3;1;Não;Não;Não;Sim;Sim;Não;Não;Sim;5;3;1;1;1;3;6;7;9;9
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Perto de casa;Mãe;2;1;1;Não;Não;Não;Sim;Sim;Não;Sim;Não;4;4;3;3;4;4;0;8;9;10
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Sem ocupação;Preferência pelo curso;Mãe;2;1;1;Não;Não;Não;Não;Não;Não;Sim;Sim;3;2;3;1;1;2;4;9;11;10
Mousinho da Silveira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Outros;2;2;1;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;1;1;4;4;1;1;12;7;8;9
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Separados;2;2;Saúde;Outros;Preferência pelo curso;Mãe;1;2;0;Não;Não;Não;Não;Não;Sim;Não;Sim;3;3;2;1;1;3;2;8;10;10
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;0;1;Outros;Sem ocupação;Preferência pelo curso;Pai;2;1;0;Não;Não;Não;Sim;Não;Sim;Não;Não;2;4;4;3;5;5;5;9;9;10
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;1;2;Dona de casa;Outros;Preferência pelo curso;Mãe;1;2;0;Não;Não;Não;Sim;Sim;Não;Sim;Não;4;4;5;1;3;3;0;8;9;9
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;3;3;Outros;Outros;Reputação da escola;Mãe;1;1;0;Não;Não;Não;Sim;Sim;Não;Sim;Sim;4;5;4;1;1;4;0;14;13;13
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;1;1;Serviços;Serviços;Perto de casa;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;4;4;4;2;2;4;2;14;14;14
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Sem ocupação;Preferência pelo curso;Mãe;2;4;1;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;5;4;5;3;4;5;0;10;11;10
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;2;1;Outros;Serviços;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;3;1;1;1;0;14;13;14
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;2;2;Serviços;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;4;2;5;1;2;5;0;17;16;16
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;1;2;Outros;Outros;Preferência pelo curso;Pai;1;1;1;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;5;3;5;5;5;1;12;6;7;7
Mousinho da Silveira;Masculino;16;Urbano;Menos de 3 pessoas;Juntos;4;3;Outros;Outros;Preferência pelo curso;Pai;1;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;2;5;1;5;5;8;14;12;13
Mousinho da Silveira;Masculino;17;Rural;Menos de 3 pessoas;Juntos;2;2;Serviços;Serviços;Outros;Mãe;3;4;1;Não;Sim;Não;Não;Sim;Sim;Não;Não;1;3;5;3;5;3;2;10;8;9
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Outros;1;4;0;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;2;2;1;1;1;5;0;14;14;14
Mousinho da Silveira;Feminino;19;Urbano;Menos de 3 pessoas;Juntos;2;2;Outros;Outros;Perto de casa;Mãe;1;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;5;4;5;1;1;1;0;12;13;13
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Reputação da escola;Mãe;2;1;0;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;4;4;5;1;2;5;0;11;11;11
Mousinho da Silveira;Feminino;20;Urbano;Mais de 3 pessoas;Juntos;3;3;Dona de casa;Serviços;Outros;Mãe;2;2;1;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;3;3;4;2;4;3;8;11;9;10
Mousinho da Silveira;Feminino;17;Urbano;Menos de 3 pessoas;Juntos;1;1;Outros;Serviços;Preferência pelo curso;Pai;1;3;0;Não;Sim;Não;Não;Sim;Sim;Não;Sim;4;3;3;1;1;3;0;11;11;10
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;3;1;1;Não;Sim;Não;Não;Não;Sim;Sim;Não;4;4;5;1;2;5;0;10;9;9
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Pai;3;2;0;Não;Sim;Não;Não;Sim;Sim;Não;Não;5;3;2;1;1;1;0;16;17;18
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Reputação da escola;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;5;3;2;1;1;1;0;15;17;17
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Separados;1;0;Outros;Outros;Outros;Mãe;2;2;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;4;4;5;1;1;4;1;11;9;10
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Outros;Mãe;1;2;1;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;3;2;1;1;5;9;7;7;7
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;3;1;Outros;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;3;1;3;1;3;1;0;8;6;8
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;3;2;Serviços;Sem ocupação;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;3;1;3;1;4;3;2;7;6;7
Mousinho da Silveira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;1;1;Outros;Sem ocupação;Reputação da escola;Mãe;2;2;0;Sim;Não;Não;Não;Sim;Sim;Não;Não;2;3;5;1;4;3;8;9;8;10
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;4;4;Saúde;Professor;Reputação da escola;Pai;1;2;0;Não;Não;Não;Sim;Não;Sim;Sim;Sim;4;3;3;2;3;2;0;14;16;16
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;1;2;Outros;Outros;Reputação da escola;Mãe;2;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;5;4;5;1;4;2;0;14;14;15
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Separados;2;4;Outros;Serviços;Reputação da escola;Pai;1;2;1;Não;Sim;Não;Não;Sim;Sim;Sim;Não;2;3;2;1;3;1;8;8;5;8
Mousinho da Silveira;Masculino;16;Rural;Mais de 3 pessoas;Juntos;2;1;Outros;Serviços;Reputação da escola;Mãe;2;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;5;2;1;1;1;2;0;8;7;0
Mousinho da Silveira;Feminino;16;Urbano;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Outros;Mãe;3;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;2;1;3;5;6;6;8;8
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;3;Dona de casa;Serviços;Outros;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;3;3;3;1;1;2;0;8;10;10
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;4;4;Saúde;Saúde;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;3;4;1;2;3;4;8;8;8
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;4;4;Dona de casa;Saúde;Perto de casa;Mãe;1;4;0;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;5;5;5;5;5;5;2;5;6;6
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;3;4;Dona de casa;Outros;Outros;Mãe;3;2;0;Não;Sim;Não;Não;Não;Sim;Não;Não;4;2;1;1;1;2;2;7;9;8
Mousinho da Silveira;Masculino;17;Urbano;Menos de 3 pessoas;Juntos;4;4;Outros;Serviços;Perto de casa;Mãe;1;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;3;1;2;5;0;15;14;16
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;4;1;Outros;Outros;Outros;Mãe;1;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;4;2;3;1;2;5;1;13;14;14
Mousinho da Silveira;Masculino;16;Urbano;Menos de 3 pessoas;Juntos;2;2;Serviços;Serviços;Outros;Mãe;4;3;0;Não;Não;Não;Não;Sim;Sim;Não;Não;5;1;3;2;2;3;0;10;9;10
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Outros;Mãe;1;1;0;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;5;1;3;1;2;5;5;9;9;9
Mousinho da Silveira;Feminino;16;Urbano;Menos de 3 pessoas;Juntos;4;4;Serviços;Serviços;Outros;Pai;2;1;0;Não;Sim;Não;Não;Sim;Sim;Não;Não;5;1;3;1;2;5;1;11;11;11
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Serviços;Perto de casa;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;1;4;5;5;3;8;7;10;9
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Outros;Mãe;3;2;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;5;1;3;3;3;1;0;10;10;10
Mousinho da Silveira;Masculino;16;Urbano;Mais de 3 pessoas;Juntos;2;1;Saúde;Serviços;Outros;Mãe;2;2;0;Não;Não;Não;Não;Não;Sim;Sim;Sim;4;2;2;1;4;5;2;9;7;8
Mousinho da Silveira;Feminino;16;Urbano;Menos de 3 pessoas;Juntos;2;1;Outros;Serviços;Outros;Mãe;1;2;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;3;2;2;1;1;3;0;14;15;16
Mousinho da Silveira;Masculino;16;Urbano;Menos de 3 pessoas;Juntos;4;4;Professora;Saúde;Outros;Pai;1;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;1;2;2;5;5;0;11;12;12
Mousinho da Silveira;Masculino;15;Rural;Mais de 3 pessoas;Juntos;1;2;Outros;Serviços;Preferência pelo curso;Mãe;3;2;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;5;5;5;1;3;5;11;9;11;10
Mousinho da Silveira;Masculino;15;Urbano;Menos de 3 pessoas;Separados;2;2;Outros;Outros;Reputação da escola;Mãe;3;4;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;5;4;5;2;3;5;8;13;14;14
Mousinho da Silveira;Masculino;15;Urbano;Menos de 3 pessoas;Separados;2;1;Serviços;Serviços;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;3;3;1;2;5;11;12;13;12
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;1;3;0;Não;Sim;Não;Não;Não;Sim;Não;Sim;4;3;3;2;2;5;2;11;11;11
Mousinho da Silveira;Feminino;16;Urbano;Menos de 3 pessoas;Juntos;4;1;Outros;Outros;Perto de casa;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;1;2;4;2;2;1;8;9;10;10
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;2;Dona de casa;Outros;Perto de casa;Mãe;2;1;0;Não;Não;Não;Não;Sim;Sim;Não;Sim;4;3;3;2;2;1;5;9;11;11
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Outros;Mãe;2;2;0;Sim;Não;Sim;Não;Sim;Sim;Não;Não;5;1;3;1;1;5;0;11;9;11
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Serviços;Preferência pelo curso;Mãe;2;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;5;3;5;1;4;5;1;10;11;12
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;4;4;Saúde;Outros;Preferência pelo curso;Pai;3;1;3;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;3;3;3;1;3;5;2;9;9;8
Mousinho da Silveira;Masculino;17;Rural;Menos de 3 pessoas;Juntos;1;3;Outros;Outros;Preferência pelo curso;Pai;2;1;0;Não;Não;Não;Sim;Sim;Sim;Não;Sim;5;1;2;3;3;5;2;12;11;12
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;3;4;Serviços;Outros;Outros;Mãe;1;2;1;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;5;4;4;3;4;5;8;8;9;8
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;4;Saúde;Saúde;Preferência pelo curso;Pai;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;5;2;5;1;1;5;0;13;15;16
Mousinho da Silveira;Masculino;16;Rural;Menos de 3 pessoas;Juntos;4;1;Outros;Sem ocupação;Outros;Pai;1;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;4;1;2;2;1;2;0;10;11;11
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Separados;1;1;Dona de casa;Sem ocupação;Outros;Mãe;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;5;5;1;2;3;2;11;10;11
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;4;2;Outros;Outros;Preferência pelo curso;Mãe;2;2;0;Sim;Sim;Não;Não;Não;Sim;Sim;Não;4;3;3;2;3;5;0;17;18;18
Mousinho da Silveira;Masculino;16;Urbano;Menos de 3 pessoas;Separados;2;2;Outros;Serviços;Preferência pelo curso;Pai;2;2;0;Não;Sim;Não;Não;Não;Sim;Sim;Sim;4;1;2;2;2;5;0;12;13;13
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;3;2;Outros;Outros;Outros;Pai;2;2;0;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;4;1;2;2;2;1;0;13;14;13
Mousinho da Silveira;Masculino;19;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Outros;Mãe;1;2;2;Não;Sim;Não;Sim;Sim;Não;Sim;Não;4;4;3;3;4;4;2;9;9;10
Mousinho da Silveira;Masculino;17;Urbano;Menos de 3 pessoas;Separados;1;0;Outros;Outros;Perto de casa;Mãe;1;1;0;Não;Não;Não;Não;Sim;Sim;Não;Sim;4;1;2;1;1;5;4;11;11;12
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Sem ocupação;Preferência pelo curso;Pai;2;1;0;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;3;5;5;2;2;4;3;10;11;10
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;1;2;Outros;Outros;Perto de casa;Pai;1;3;0;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;4;3;4;1;1;3;5;13;14;13
Mousinho da Silveira;Masculino;16;Rural;Menos de 3 pessoas;Juntos;1;2;Outros;Sem ocupação;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Não;Sim;Sim;Não;Não;4;4;4;2;4;5;4;9;10;11
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;3;1;Outros;Outros;Preferência pelo curso;Mãe;2;2;3;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;5;4;4;1;1;5;2;7;9;10
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Não;Não;Sim;Sim;Não;Não;Sim;5;5;5;3;5;5;0;8;13;10
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;1;0;Dona de casa;Sem ocupação;Preferência pelo curso;Outros;3;1;1;Sim;Sim;Não;Não;Sim;Sim;Não;Não;4;3;2;1;1;4;0;12;12;13
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;4;5;5;1;3;2;0;10;9;10
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Sem ocupação;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;4;3;3;1;4;5;6;10;9;10
Mousinho da Silveira;Feminino;16;Rural;Menos de 3 pessoas;Juntos;2;2;Outros;Serviços;Preferência pelo curso;Pai;1;2;0;Não;Não;Não;Sim;Sim;Sim;Não;Sim;5;4;3;1;1;1;0;11;13;12
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;1;1;1;Não;Não;Não;Sim;Sim;Sim;Não;Sim;1;2;1;2;3;5;0;7;0;0
Mousinho da Silveira;Masculino;16;Rural;Mais de 3 pessoas;Juntos;3;2;Serviços;Outros;Preferência pelo curso;Pai;2;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;4;5;5;2;3;5;2;11;9;10
Mousinho da Silveira;Masculino;16;Rural;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;5;5;2;4;5;0;10;10;9
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;1;1;Serviços;Outros;Preferência pelo curso;Outros;2;1;1;Não;Sim;Não;Não;Sim;Não;Sim;Sim;5;3;3;2;3;5;2;9;7;9
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;3;2;Serviços;Outros;Preferência pelo curso;Mãe;1;1;1;Não;Não;Não;Não;Sim;Não;Sim;Não;2;3;1;2;2;5;0;4;0;0
Mousinho da Silveira;Masculino;19;Urbano;Mais de 3 pessoas;Juntos;3;2;Dona de casa;Serviços;Preferência pelo curso;Mãe;2;1;3;Não;Não;Não;Sim;Sim;Sim;Não;Não;3;2;1;1;1;3;4;6;11;9
